cas_type,cas_gender,cas_age,cas_pos_in_veh,fatality,seat_belt,unit_type,lic_type,n_occupants,stat_area,total_units,time,area_speed,acc_pos,hor_align,ver_align,moist_cond,wea_cond,dayNight,crash_type,traf_ctrls
Driver,Female,19,Driver,NotFatal,Worn,Small,Provisional 2,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
Passenger,Male,6,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Male,59,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Stop Sign
Driver,Male,34,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Driver,Male,49,Driver,NotFatal,Worn,Utility,Full,2,2 Metropolitan,2,off-peak,80,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Pedestrian,No Control
Pedestrian,Male,39,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,off-peak,80,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Pedestrian,No Control
Rider,Male,27,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,50,Driver,NotFatal,Unknown,Small,Full,1,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Pedestrian,Female,65,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,off-peak,40,T-Junction,Straight road,Level,Wet,Not Raining,Daylight,Hit Pedestrian,No Control
Driver,Male,54,Driver,NotFatal,Worn,Utility,Full,1,3 Country,2,off-peak,110,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Night,Rear End,No Control
Pedestrian,Male,30,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
Driver,Female,27,Driver,NotFatal,Worn,Medium,Full,2,2 Metropolitan,3,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Male,71,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Male,32,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Passenger,Female,32,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Female,18,Driver,NotFatal,Worn,Small,Provisional 2,1,2 Metropolitan,3,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Male,40,Driver,NotFatal,Worn,Utility,Full,2,2 Metropolitan,2,off-peak,80,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,49,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,60,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Female,27,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Passenger,Female,56,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Female,32,Driver,NotFatal,Worn,Utility,Full,1,2 Metropolitan,2,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,22,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Female,33,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
Rider,Male,29,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Angle,Give Way Sign
Passenger,Male,71,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,4,2 Metropolitan,3,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
Driver,Female,18,Driver,NotFatal,Worn,Small,Provisional 2,1,2 Metropolitan,2,peak,100,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Male,27,Driver,NotFatal,Worn,Utility,Full,1,3 Country,1,off-peak,110,Not Divided,Straight road,Level,Wet,Raining,Daylight,Roll Over,No Control
Driver,Male,50,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Wet,Raining,Daylight,Rear End,Traffic Signals
Passenger,Female,13,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Wet,Raining,Daylight,Rear End,Traffic Signals
Driver,Male,56,Driver,NotFatal,Worn,Medium,Full,2,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Rider,Male,59,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,1 City,2,peak,50,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Rider,Male,16,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,3 Country,1,peak,80,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
Passenger,Male,21,Front Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,2,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Slope,Dry,Not Raining,Night,Hit Fixed Object,No Control
Driver,Male,26,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,60,T-Junction,Straight road,Level,Wet,Raining,Daylight,Rear End,Traffic Signals
Driver,Male,41,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,60,T-Junction,Straight road,Level,Wet,Raining,Daylight,Rear End,Traffic Signals
Driver,Male,32,Driver,NotFatal,NotWorn,Small,Full,1,2 Metropolitan,3,off-peak,60,T-Junction,Straight road,Level,Wet,Unknown,Daylight,Rear End,Traffic Signals
Driver,Male,53,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Wet,Raining,Night,Right Turn,Traffic Signals
Passenger,Female,44,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Wet,Raining,Night,Right Turn,Traffic Signals
Driver,Male,25,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Wet,Raining,Night,Right Turn,Traffic Signals
Passenger,Female,21,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Wet,Raining,Night,Right Turn,Traffic Signals
Driver,Male,39.88915925,Driver,NotFatal,Worn,Medium,Full,1,3 Country,2,off-peak,100,Not Divided,"CURVED, VIEW OBSCURED",Slope,Wet,Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,46,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Wet,Raining,Daylight,Right Angle,Stop Sign
Pedestrian,Female,70,NotApplicable,NotFatal,NotWorn,Pedestrian on Footpath/Carpark,NoLicence,1,3 Country,2,peak,80,Not Divided,Straight road,Level,Wet,Not Raining,Daylight,Hit Pedestrian,No Control
Driver,Female,25,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,peak,80,Cross Road,Straight road,Level,Wet,Raining,Daylight,Right Angle,Stop Sign
Driver,Female,37,Driver,NotFatal,Worn,Utility,Full,2,2 Metropolitan,2,peak,80,Cross Road,Straight road,Level,Wet,Raining,Daylight,Right Angle,Stop Sign
Driver,Female,30,Driver,NotFatal,Worn,Medium,Full,3,2 Metropolitan,2,peak,50,T-Junction,Straight road,Level,Wet,Raining,Daylight,Right Angle,No Control
Driver,Female,32,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Female,59,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,50,T-Junction,Straight road,Level,Wet,Raining,Daylight,Rear End,Stop Sign
Rider,Male,41,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Stop Sign
Driver,Female,46,Driver,NotFatal,Worn,Small,Full,3,2 Metropolitan,2,off-peak,50,T-Junction,Straight road,Level,Wet,Raining,Night,Right Angle,No Control
Driver,Male,78,Driver,NotFatal,Worn,Utility,Full,3,3 Country,1,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Left Road - Out of Control,No Control
Passenger,Female,8,Rear Seat Left Passenger,NotFatal,NotWorn,Utility,NoLicence,3,3 Country,1,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Left Road - Out of Control,No Control
Passenger,Male,6,Rear Seat Right Passenger,NotFatal,NotWorn,Utility,NoLicence,3,3 Country,1,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Left Road - Out of Control,No Control
Driver,Male,54,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,3,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,31,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,75,Driver,NotFatal,Worn,Small,Full,1,1 City,2,peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Female,39,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,peak,60,Pedestrian Crossing,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Male,29,Driver,Fatal,Worn,Small,Unknown,1,3 Country,2,peak,110,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Head On,Give Way Sign
Driver,Female,45,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,80,Divided Road,Straight road,Level,Wet,Raining,Daylight,Rear End,No Control
Passenger,Female,66,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Wet,Raining,Daylight,Side Swipe,No Control
Rider,Male,16,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Male,76,Driver,Fatal,Worn,Medium,Full,1,3 Country,2,off-peak,110,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Rider,Male,56,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,3 Country,1,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Left Road - Out of Control,No Control
Passenger,Male,18,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,3,3 Country,2,peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Passenger,Male,23,Rear Seat Middle Passenger,Fatal,NotWorn,Small,NoLicence,3,3 Country,2,peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Male,17,Driver,NotFatal,Worn,Small,Provisional 1 ,5,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Rider,Male,39,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,2,2 Metropolitan,2,off-peak,40,Not Divided,Straight road,Level,Dry,Not Raining,Night,Side Swipe,No Control
Passenger,Female,25,Passenger of Motorcycle,NotFatal,NotWorn,MCycling,NoLicence,2,2 Metropolitan,2,off-peak,40,Not Divided,Straight road,Level,Dry,Not Raining,Night,Side Swipe,No Control
Driver,Female,64,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Night,Hit Fixed Object,No Control
Passenger,Female,54,Passenger on Multi-Passenger Vehicle,NotFatal,NotWorn,Large,NoLicence,20,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Female,32,Driver,NotFatal,Worn,Small,Full,3,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Wet,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Male,39.88915925,Driver,NotFatal,Unknown,Small,Unknown,1,2 Metropolitan,3,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Passenger,Male,10,Rear Seat Right Passenger,NotFatal,NotWorn,Medium,NoLicence,3,2 Metropolitan,3,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Passenger,Male,7,Rear Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,3,2 Metropolitan,3,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Passenger,Female,64,Rear Seat Right Passenger,NotFatal,NotWorn,Small,NoLicence,4,2 Metropolitan,2,peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Male,30,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Driver,Male,26,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,4,off-peak,70,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Male,28,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,4,off-peak,70,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Male,46,Driver,NotFatal,Worn,Utility,Full,1,2 Metropolitan,4,off-peak,70,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Male,57,Driver,NotFatal,Worn,Large,Full,1,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Female,77,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Rider,Male,40,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Right Turn,No Control
Driver,Male,47,Driver,NotFatal,NotWorn,Medium,Full,2,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Pedestrian,Male,39.88915925,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
Driver,Male,39.88915925,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Rider,Male,37,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,1 City,2,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Passenger,Female,60,Front Seat Left Passenger,NotFatal,NotWorn,Utility,NoLicence,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Right Turn,No Control
Driver,Female,64,Driver,NotFatal,NotWorn,Small,Full,2,3 Country,2,peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Animal,No Control
Driver,Female,30,Driver,NotFatal,Unknown,Small,Full,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Driver,Male,53,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Passenger,Female,20,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Driver,Female,58,Driver,Fatal,Worn,Small,Full,1,3 Country,2,peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,23,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Driver,Male,32,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Female,66,Driver,NotFatal,Worn,Small,Full,1,3 Country,3,off-peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Male,24,Driver,NotFatal,Worn,Other Defined Special Vehicle,Full,1,2 Metropolitan,1,off-peak,80,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
Driver,Female,67,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Hit Animal,Traffic Signals
Rider,Male,23,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Passenger,Male,15,Rear Seat Right Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,3,peak,70,Divided Road,Straight road,Unknown,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,35,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,peak,60,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Right Angle,No Control
Rider,Male,17,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,off-peak,110,Other,"CURVED, VIEW OPEN",Slope,Wet,Not Raining,Daylight,Hit Object on Road,No Control
Driver,Male,20,Driver,NotFatal,Worn,Small,Provisional 2,3,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Male,72,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,49,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,24,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,4,peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,53,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,4,peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,No Control
Passenger,Male,21,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,4,peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,51,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Female,56,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Rear End,Traffic Signals
Driver,Male,39.88915925,Driver,NotFatal,Worn,Small,Probationary,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Driver,Female,73,Driver,NotFatal,Worn,Small,Full,1,1 City,2,off-peak,50,Cross Road,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Male,20,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Driver,Male,54,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Driver,Male,19,Driver,NotFatal,Worn,Small,Provisional 1 ,1,2 Metropolitan,2,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Female,40,Driver,NotFatal,Worn,Small,Full,3,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Roundabout
Passenger,Female,15,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Roundabout
Passenger,Female,10,Rear Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Roundabout
Rider,Male,58,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Animal,No Control
Rider,Male,54,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,3,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Male,34,Driver,NotFatal,Unknown,Small,Full,1,3 Country,4,off-peak,100,Cross Road,Straight road,Bottom of Hill,Dry,Not Raining,Daylight,Hit Fixed Object,Give Way Sign
Rider,Male,66,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,1,off-peak,50,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Roll Over,No Control
