"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2018-7440-15/08/2019","02",0,"SA","Motor Cars - Sedan","2002","South West","Male","031","SA","HR","Full","Not Towing","Right Turn","001","5163",,
"2018-7441-15/08/2019","01",2,"SA","Motor Cars - Sedan","2001","West","Female","034","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","003","5422","Y",
"2018-7442-15/08/2019","01",0,"SA","Station Wagon","2004","North","Female","035","SA","C ","Full","Not Towing","Straight Ahead","002","5015",,
"2018-7442-15/08/2019","02",0,"SA","Utility","1996","North","Female","020","SA","C ","Provisional 2","Not Towing","Stopped on Carriageway","001","5159",,
"2018-7443-15/08/2019","01",0,"SA","Motor Cars - Sedan","2007","North West","Male","022","SA","C ","Full","Not Towing","Straight Ahead","001","5161","Y",
"2018-7444-15/08/2019","01",0,"SA","Motor Cars - Sedan","2014","West","Male","058","SA","HRR ","Full","Not Towing","Straight Ahead","001","5043",,
"2018-7444-15/08/2019","02",0,"SA","Station Wagon","2002","East","Male","027","UNKNOWN","XX","Unknown","Not Towing","Right Turn","001","5074",,
"2018-7445-15/08/2019","01",1,"SA","Motor Cars - Sedan","2015","North West","Female","056","SA","C ","Full","Not Towing","Parked","002","5501",,
"2018-7445-15/08/2019","02",0,"SA","Light Truck LT 4.5T","2007","North West","Male","041","SA","HR","Full","Not Towing","Straight Ahead","001","5107",,
"2018-7445-15/08/2019","03",0,"SA","Utility","2010","North West",,,,,,"Unknown","Parked","000",,,
"2018-7446-15/08/2019","01",0,"SA","Motor Cars - Sedan","2012","North","Female","076","SA","C ","Full","Not Towing","Right Turn","001","5062",,
"2018-7446-15/08/2019","02",1,"SA","Motor Cars - Sedan","1995","South","Female","083","SA","C ","Full","Not Towing","Straight Ahead","001","5073",,
"2018-7447-15/08/2019","01",0,"SA","Utility","2004","East","Male","067","SA","C ","Full","Not Towing","Right Turn","001","XXXX",,
"2018-7447-15/08/2019","02",0,"SA","Utility","2017","West","Male","040","SA","C ","Full","Not Towing","Straight Ahead","001","5038",,
"2018-7448-15/08/2019","01",0,"SA","Utility","2015","North","Male","044","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5084",,
"2018-7448-15/08/2019","02",0,"SA","Station Wagon","2015","North","Female","044","SA","C ","Full","Not Towing","Straight Ahead","001","5158",,
"2018-7449-15/08/2019","01",0,"SA","Station Wagon","2017","East","Female","047","SA","C ","Full","Not Towing","Reversing","004","5159",,
"2018-7449-15/08/2019","02",0,"SA","Station Wagon","2003","South","Male","057","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5201",,
"2018-7450-15/08/2019","01",0,"SA","Utility","2011","North West","Male","057","SA","HCR ","Full","Trailer","Straight Ahead","001","5470",,
"2018-7450-15/08/2019","02",0,"SA","Utility","2012","North East","Female","056","SA","C ","Full","Not Towing","Straight Ahead","001","5491",,
"2018-7451-15/08/2019","01",0,"SA","Utility","2012","North East","Male","037","SA","C R ","Full","Not Towing","Overtaking - on Right","002","5235",,
"2018-7451-15/08/2019","02",0,"SA","Motor Cars - Sedan","2011","North East","Female","032","SA","C ","Learners","Not Towing","Right Turn","002","5048",,
"2018-7452-15/08/2019","01",0,"SA","Motor Cars - Sedan","2010","South West","Male","032","SA","C ","Full","Not Towing","Straight Ahead","001","5255",,
"2018-7452-15/08/2019","02",0,"SA","Motor Cars - Sedan","2013","North West","Female","083","SA","C ","Full","Not Towing","Right Turn","001","5245",,
"2018-7453-15/08/2019","01",0,"SA","Motor Cars - Sedan","2006","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Reversing","001","5108",,
"2018-7453-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-7454-15/08/2019","01",0,"SA","Station Wagon","2006","North East","Female","029","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5173",,
"2018-7454-15/08/2019","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2018-7454-15/08/2019","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-7454-15/08/2019","04",0,,"Tree",,,,,,,,,,,,,
"2018-7455-15/08/2019","01",0,"SA","Motor Cars - Sedan","2006","South","Male","035","SA","C ","Full","Not Towing","Straight Ahead","001","5008",,
"2018-7455-15/08/2019","02",0,"SA","Station Wagon","2015","West","Female","041","UNKNOWN","C ","Full","Not Towing","Leaving Private Driveway","002","5073",,
"2018-7456-15/08/2019","01",0,"SA","Motor Cars - Sedan","2004","East","Female","057","SA","C R ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2018-7456-15/08/2019","02",1,"SA","Station Wagon","2011","East","Female","039","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5097",,
"2018-7457-15/08/2019","01",0,"SA","Motor Cycle","2008","North West","Male","030","SA","C R ","Full","Not Towing","Straight Ahead","001","5109",,
"2018-7457-15/08/2019","02",0,"SA","Motor Cars - Sedan","2013","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Right Turn","001","XXXX",,
"2018-7458-15/08/2019","01",0,"VIC","BDOUBLE - ROAD TRAIN","2012","South","Male","059","VIC","MC","Full",,"Parking - Parallel","001","XXXX",,
"2018-7458-15/08/2019","02",0,,"Sign Post",,,,,,,,,,,,,
"2018-7459-15/08/2019","01",0,"SA","Station Wagon","1997","North East","Female","031","SA","C ","Full","Not Towing","Straight Ahead","001","5108",,
"2018-7459-15/08/2019","02",1,,"Pedestrian on Road",,"North West","Female","021",,,,,"Within 30m of Pedestrian Crossing",,"5109",,
"2018-7460-15/08/2019","01",0,"SA","Utility","2007","North","Male","050","SA","C ","Full","Trailer","Stopped on Carriageway","001","5163",,
"2018-7460-15/08/2019","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2006","North","Male","060","SA","HRR ","Full","Not Towing","Straight Ahead","001","5159",,
"2018-7461-15/08/2019","01",0,"SA","Motor Cars - Sedan","2011","West","Female","027","SA","C ","Full","Not Towing","Straight Ahead","001","5251",,
"2018-7461-15/08/2019","02",0,"SA","Motor Cars - Sedan","2005","West","Male","032","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5251",,
"2018-7462-15/08/2019","01",0,"SA","Motor Cars - Sedan","2012","North West","Female","073","SA","C ","Full","Not Towing","Straight Ahead","001","5098",,
"2018-7462-15/08/2019","02",0,"SA","Motor Cars - Sedan","1996","North East","Male","018","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5108",,
"2018-7463-15/08/2019","01",0,"SA","Station Wagon","2006","South","Male","027","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5038",,
"2018-7463-15/08/2019","02",0,"SA","Motor Cars - Sedan","2013","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-7464-15/08/2019","01",0,"SA","Motor Cars - Sedan","1996","North","Female","044","SA","C ","Full","Not Towing","Straight Ahead","001","5159",,
"2018-7464-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-7465-15/08/2019","01",0,"SA","Utility","2008","North West","Male","077","SA","LRR ","Full","Not Towing","Straight Ahead","001","5021",,
"2018-7465-15/08/2019","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-7466-15/08/2019","01",1,"SA","Motor Cars - Sedan","2004","South West","Male","032","SA","C ","Full","Not Towing","Straight Ahead","001","5114",,
"2018-7466-15/08/2019","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2018-7467-15/08/2019","01",1,"SA","Motor Cars - Sedan","2016","South East","Female","049","SA","C ","Full","Not Towing","Right Turn","001","XXXX",,
"2018-7467-15/08/2019","02",0,"SA","Utility","2015","South East","Female","015","UNKNOWN","XX","Unlicenced","Not Towing","Right Turn","001","5014",,
"2018-7467-15/08/2019","03",0,"SA","Motor Cars - Sedan","2001","North East",,,,,,"Not Towing","Parked","000",,,
"2018-7468-15/08/2019","01",0,"SA","Utility","2015","North East","Female","015","SA","XX","Unlicenced","Not Towing","Reversing","001","5014",,
"2018-7468-15/08/2019","02",0,"SA","Motor Cars - Sedan","2017","North East","Female","026","SA","C ","Full","Not Towing","Parked","001","XXXX",,
"2018-7468-15/08/2019","03",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East",,,,,,"Unknown","Parked","000",,,
"2018-7469-15/08/2019","01",1,"SA","Motor Cars - Sedan","2002","North West","Female","018","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5125",,
"2018-7469-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-7470-15/08/2019","01",0,"SA","Utility","2015","North East","Female","015","SA","XX","Unlicenced","Not Towing","Right Turn","001","5014",,
"2018-7470-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-7470-15/08/2019","03",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-7471-15/08/2019","01",0,"SA","Utility","2008","South","Male","024","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5108",,
"2018-7472-15/08/2019","01",0,"SA","Station Wagon","2002","North East","Male","020","SA","C R ","Full","Not Towing","Straight Ahead","001","5034",,
"2018-7472-15/08/2019","02",0,"SA","Motor Cars - Sedan","2007","North East","Male","043","SA","C ","Full","Not Towing","Straight Ahead","001","5085",,
"2018-7473-15/08/2019","01",0,"SA","Motor Cars - Sedan","2004","South","Male","023","SA","C ","Full","Not Towing","Straight Ahead","001","5082",,
"2018-7473-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-7474-15/08/2019","01",1,"SA","Motor Cars - Sedan","2010","South West","Female","027","SA","C ","Full","Not Towing","Straight Ahead","001","5125",,
"2018-7474-15/08/2019","02",0,"SA","Station Wagon","2006","South West","Female","042","SA","C ","Full","Not Towing","Straight Ahead","001","5112",,
"2018-7474-15/08/2019","03",0,"SA","Motor Cars - Sedan","2008","South West","Female","029","SA","C ","Full","Not Towing","Straight Ahead","001","5114",,
"2018-7475-15/08/2019","01",1,"VIC","Motor Cycle","2016","South West","Male","065","VIC","C ","Unlicenced","Not Towing","Swerving","001","3450","Y",
"2018-7476-15/08/2019","01",0,"SA","Utility","2014","East","Male","022","SA","C ","Full","Not Towing","Straight Ahead","002","5170",,
"2018-7476-15/08/2019","02",0,"SA","SEMI TRAILER","2017","East","Male","054","SA","HC","Full","Trailer","Straight Ahead","001","5015",,
"2018-7477-15/08/2019","01",0,"SA","Utility","2013","North East","Female","072","SA","C ","Full","Not Towing","Right Turn","001","5019",,
"2018-7477-15/08/2019","02",1,,"Pedestrian on Road",,"South","Female","014",,,,,"Crossing with Traffic Signals",,"5019",,
"2018-7478-15/08/2019","01",1,"SA","Motor Cars - Sedan","2007","South West","Female","032","SA","C ","Full","Not Towing","Straight Ahead","001","5411",,
"2018-7478-15/08/2019","02",2,"SA","Station Wagon","2003","South West","Male","037","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5118",,
"2018-7478-15/08/2019","03",0,"SA","Station Wagon","2017","South West","Female","068","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5118",,
"2018-7479-15/08/2019","01",0,"SA","Motor Cars - Sedan","2017","North","Male","050","SA","C ","Full","Not Towing","Straight Ahead","001","5031",,
"2018-7479-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Left Turn","001","XXXX",,
"2018-7480-15/08/2019","01",0,"SA","Motor Cars - Sedan","2003","North West","Female","050","SA","C ","Full","Not Towing","Straight Ahead","001","5237",,
"2018-7480-15/08/2019","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2018-7481-15/08/2019","01",0,"SA","Station Wagon","2016","North","Male","077","SA","C ","Full","Not Towing","Straight Ahead","001","5061",,
"2018-7481-15/08/2019","02",0,"UNKNOWN","Panel Van","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","U Turn","001","XXXX",,
"2018-7482-15/08/2019","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2016","North","Male","031","SA","MRR ","Full","Not Towing","Straight Ahead","003","XXXX",,
"2018-7482-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Stopped on Carriageway","001","XXXX",,
"2018-7483-15/08/2019","01",0,"SA","Taxi Cab","2012","West","Male","061","SA","C ","Full","Not Towing","Right Turn","001","XXXX",,
"2018-7483-15/08/2019","02",0,"SA","Motor Cycle","2013","East","Male","046","SA","C R ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2018-7484-15/08/2019","01",0,"SA","Station Wagon","2015","South East","Female","039","SA","C ","Full","Not Towing","Right Turn","001","XXXX",,
"2018-7484-15/08/2019","02",3,"SA","Forward Control Passenger Van","2017","North East","Female","030","SA","C ","Full","Not Towing","Straight Ahead","004","XXXX",,
"2018-7485-15/08/2019","01",0,"SA","Motor Cars - Sedan","2007","South East","Male","072","SA","C ","Full","Not Towing","Straight Ahead","003","5084",,
"2018-7485-15/08/2019","02",0,"SA","Other Defined Special Vehicle","2017","South East","Male","045","SA","HR","Full","Not Towing","Swerving","001","5112",,
"2018-7486-15/08/2019","01",1,"SA","BDOUBLE - ROAD TRAIN","2014","South East","Male","064","SA","MC","Full",,"Straight Ahead","002","5108",,
"2018-7487-15/08/2019","01",1,"SA","Motor Cars - Sedan","2008","East","Female","032","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5096",,
"2018-7487-15/08/2019","02",0,"SA","Panel Van","2013","East","Female","033","SA","C ","Full","Not Towing","Straight Ahead","001","5110",,
"2018-7488-15/08/2019","01",0,"SA","Utility","2006","South East","Male","031","SA","C ","Full","Not Towing","Straight Ahead","001","5252",,
"2018-7489-15/08/2019","01",0,"SA","Motor Cars - Sedan","1978","South West","Male","082","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5171",,
"2018-7489-15/08/2019","02",0,"SA","SEMI TRAILER","2010","South West","Male","050","SA","HC","Full","Not Towing","Reversing","001","5156",,
"2018-7490-15/08/2019","01",0,"SA","Motor Cars - Sedan","2008","South East","Female","045","SA","C ","Full","Not Towing","Swerving","003","XXXX",,
"2018-7490-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-7491-15/08/2019","01",0,"SA","Motor Cars - Sedan","2007","South","Female","085","SA","C ","Full","Not Towing","Straight Ahead","001","5043",,
"2018-7491-15/08/2019","02",0,"SA","Motor Cars - Sedan","1999","South","Male","063","SA","C ","Full","Not Towing","U Turn","001","5048",,
"2018-7492-15/08/2019","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2009","North","Male","056","SA","MR","Full","Not Towing","Straight Ahead","001","5082",,
"2018-7492-15/08/2019","02",0,"SA","Motor Cars - Sedan","2012","East","Female","045","SA","C ","Full","Not Towing","Left Turn","001","5045",,
"2018-7493-15/08/2019","01",0,"QLD","Utility","2006","North West","Male","041","QLD","HC","Unknown","Not Towing","Straight Ahead","001","5454",,
"2018-7493-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-7494-15/08/2019","01",0,"SA","Station Wagon","2016","North East","Female","033","SA","C ","Full","Not Towing","Straight Ahead","001","5127",,
"2018-7494-15/08/2019","02",0,"SA","Station Wagon","2009","North East","Male","038","SA","C ","Full","Not Towing","Straight Ahead","004","5086",,
"2018-7495-15/08/2019","01",0,"SA","Motor Cars - Sedan","2005","North West","Female","062","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5108",,
"2018-7495-15/08/2019","02",0,"SA","Motor Cars - Sedan","1971","South East","Female","046","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5108",,
"2018-7496-15/08/2019","01",0,"SA","Utility","2006","South East","Male","067","SA","C ","Full","Not Towing","Straight Ahead","002","5014",,
"2018-7496-15/08/2019","02",0,"SA","Utility","2014","South East","Male","072","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5000",,
"2018-7496-15/08/2019","03",0,"SA","Motor Cars - Sedan","2008","South East","Female","053","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5062",,
"2018-7497-15/08/2019","01",0,"SA","Motor Cars - Sedan","2014","North East","Female","020","SA","C ","Full","Not Towing","Right Turn","002","5022",,
"2018-7497-15/08/2019","02",0,"SA","Station Wagon","2000","South West","Male","032","SA","C ","Full","Not Towing","Straight Ahead","001","5011",,
"2018-7498-15/08/2019","01",0,"SA","Motor Cars - Tourer","1969","North West","Male","075","SA","C ","Full","Not Towing","Straight Ahead","001","5037",,
"2018-7498-15/08/2019","02",1,,"Pedestrian on Road",,"South West","Male","087",,,,,"Crossing without Control",,"5064",,
"2018-7499-15/08/2019","01",0,"SA","Utility","2016","East","Male","XXX","SA","C ","Full","Not Towing","Right Turn","001","5072",,
"2018-7499-15/08/2019","02",1,,"Pedal Cycle",,"East","Male","036",,,,,"Straight Ahead","001","5065",,
"2018-7500-15/08/2019","01",1,"SA","Motor Cars - Sedan","2007","North East","Female","051","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5092",,
"2018-7500-15/08/2019","02",0,"SA","Utility","1997","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Right Turn","001","XXXX",,
"2018-7501-15/08/2019","01",0,"SA","Motor Cars - Sedan","2005","South West","Female","056","SA","C ","Full","Not Towing","Right Turn","001","5038",,
"2018-7501-15/08/2019","02",0,"SA","SEMI TRAILER","2010","South West","Male","052","SA","HC","Full","Not Towing","Right Turn","001","XXXX",,
"2018-7502-15/08/2019","01",1,,"Pedestrian on Road",,"South East","Female","047",,,,,"Crossing without Control",,"5113",,
"2018-7502-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-7503-15/08/2019","01",0,"SA","Station Wagon","2005","East","Female","018","SA","C ","Provisional 2","Not Towing","Right Turn","001","5041",,
"2018-7503-15/08/2019","02",0,"SA","Motor Cars - Sedan","2007","North","Female","028","SA","C ","Unlicenced","Not Towing","Straight Ahead","003","5108",,
"2018-7504-15/08/2019","01",0,"NSW","Utility","2016","South","Male","021","NSW","C ","Full","Not Towing","Swerving","001","2880",,
"2018-7504-15/08/2019","02",0,"SA","Station Wagon","2001","South","Male","028","SA","C ","Full","Not Towing","Straight Ahead","003","5098",,
"2018-7504-15/08/2019","03",0,"SA","Motor Cars - Sedan","2008","South","Male","030","SA","C R ","Full","Not Towing","Straight Ahead","001","5113",,
