"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2018-7348-15/08/2019","02",0,"SA","Motor Cars - Sedan","1990","South East","Male","066","SA","HC","Full","Not Towing","Right Turn","001","5254",,
"2018-7349-15/08/2019","01",0,"SA","Motor Cars - Sedan","2001","North","Male","019","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5268",,
"2018-7349-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-7350-15/08/2019","01",1,"SA","Utility","2014","North","Male","053","SA","MR","Full","Not Towing","Straight Ahead","001","5072",,
"2018-7350-15/08/2019","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2006","South","Male","048","SA","HC","Full","Not Towing","Straight Ahead","001","5008",,
"2018-7351-15/08/2019","01",0,"SA","Station Wagon","2017","South East","Male","076","SA","LR","Full","Not Towing","Straight Ahead","001","5211",,
"2018-7351-15/08/2019","02",0,"SA","Station Wagon","2006","South West","Female","088","SA","C ","Full","Not Towing","Straight Ahead","001","5211",,
"2018-7352-15/08/2019","01",0,"SA","Motor Cars - Sedan","2013","South","Female","023","SA","C ","Full","Not Towing","Straight Ahead","002","5082",,
"2018-7352-15/08/2019","02",0,"SA","Station Wagon","1996","North","Female","022","SA","C ","Provisional 1 ","Not Towing","Right Turn","001","5072",,
"2018-7353-15/08/2019","01",0,"SA","Station Wagon","2006","South East","Male","035","SA","MCR ","Full","Not Towing","Straight Ahead","001","5014",,
"2018-7353-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-7354-15/08/2019","01",0,"SA","Station Wagon","2016","East","Female","031","SA","C ","Full","Not Towing","Straight Ahead","001","5109",,
"2018-7354-15/08/2019","02",1,"SA","Motor Cars - Sedan","2005","South","Male","XXX","SA","C ","Full","Not Towing","Straight Ahead","001","5023",,
"2018-7355-15/08/2019","01",0,"SA","Motor Cars - Sedan","2002","West","Male","060","SA","MR","Full","Not Towing","Straight Ahead","002","5253",,
"2018-7355-15/08/2019","02",0,"SA","Utility","1994","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Overtaking - on Right","001","XXXX",,
"2018-7355-15/08/2019","03",0,,"Guard Rail",,,,,,,,,,,,,
"2018-7356-15/08/2019","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2000","South East","Male","053","SA","C ","Unlicenced","Not Towing","Straight Ahead","002","5014",,
"2018-7356-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-7357-15/08/2019","01",1,"SA","Motor Cars - Sedan","2013","South","Male","022","SA","C ","Full","Not Towing","Straight Ahead","001","5073",,
"2018-7357-15/08/2019","02",1,"SA","Motor Cars - Sedan","2002","North","Female","040","SA","C ","Full","Not Towing","Right Turn","003","5068",,
"2018-7358-15/08/2019","01",0,"SA","Motor Cars - Sedan","2004","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2018-7358-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-7358-15/08/2019","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-7359-15/08/2019","01",0,"SA","Motor Cars - Sedan","2012","North East","Male","027","SA","C ","Full","Not Towing","Straight Ahead","001","5067",,
"2018-7359-15/08/2019","02",0,,"Guard Rail",,,,,,,,,,,,,
"2018-7360-15/08/2019","01",0,"SA","Motor Cars - Sedan","2008","North West","Female","023","SA","C ","Full","Not Towing","Right Turn","001","5095",,
"2018-7360-15/08/2019","02",0,"SA","Motor Cars - Sedan","2003","South West","Male","024","SA","C ","Unlicenced","Not Towing","Straight Ahead","001","5095",,
"2018-7361-15/08/2019","01",0,"SA","Motor Cars - Sedan","2007","South West","Female","034","SA","C ","Full","Not Towing","Straight Ahead","003","5092",,
"2018-7361-15/08/2019","02",0,"SA","Utility","2017","South West","Male","032","SA","C ","Full","Not Towing","Straight Ahead","002","5092",,
"2018-7362-15/08/2019","01",0,"SA","Motor Cars - Sedan","2011","West","Female","029","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5158",,
"2018-7362-15/08/2019","02",0,"SA","SEMI TRAILER","2006","West","Male","031","SA","HC","Full","Trailer","Straight Ahead","001","5108",,
"2018-7363-15/08/2019","01",0,"NT","Motor Cars - Sedan","2014","South West","Male","024","SA","MR","Full","Not Towing","Straight Ahead","001","5162",,
"2018-7363-15/08/2019","02",0,"SA","Motor Cars - Sedan","1999","South East","Male","045","UNKNOWN","C ","Full","Not Towing","Straight Ahead","002","5271",,
"2018-7364-15/08/2019","01",0,"SA","Motor Cars - Sedan","2008","North",,,,,,"Not Towing","Parked","000",,,
"2018-7364-15/08/2019","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2013","East","Male","040","SA","HR","Full","Not Towing","Leaving Private Driveway","001","5162",,
"2018-7365-15/08/2019","01",0,"SA","Motor Cars - Sedan","1993","North","Female","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5162",,
"2018-7365-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-7366-15/08/2019","01",0,"SA","Motor Cars - Sedan","2010","South East","Male","054","SA","C ","Full","Not Towing","Right Turn","001","5158",,
"2018-7366-15/08/2019","02",0,"SA","Motor Cars - Sedan","2006","North East","Male","037","SA","C ","Full","Not Towing","Straight Ahead","001","5107",,
"2018-7367-15/08/2019","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2015","South","Male","030","SA","HCRD","Full","Trailer","Straight Ahead","001","5014",,
"2018-7367-15/08/2019","02",0,"SA","BDOUBLE - ROAD TRAIN","2015","South","Male","040","SA","HC","Unlicenced",,"Straight Ahead","001","3505",,
"2018-7368-15/08/2019","01",0,"SA","Station Wagon","2015","South","Male","064","SA","C ","Full","Not Towing","Straight Ahead","001","5023",,
"2018-7368-15/08/2019","02",0,,"Pedestrian on Road",,"West","Unknown","XXX",,,,,"Crossing without Control",,"XXXX",,
"2018-7369-15/08/2019","01",0,"SA","Motor Cars - Sedan","2001","South East","Male","069","SA","HCR ","Full","Not Towing","Straight Ahead","001","5114",,
"2018-7369-15/08/2019","02",0,"VIC","Utility","2000","South East","Female","018","VIC","C ","Full","Not Towing","Straight Ahead","001","3851",,
"2018-7369-15/08/2019","03",0,"SA","Motor Cars - Sedan","2003","South East","Male","024","SA","C R ","Full","Not Towing","Straight Ahead","001","5114",,
"2018-7370-15/08/2019","01",0,"SA","Utility","2015","South East","Female","053","SA","C ","Full","Not Towing","Right Turn","002","5063",,
"2018-7370-15/08/2019","02",0,"SA","Station Wagon","2000","North West","Male","034","SA","HRR ","Full","Not Towing","Straight Ahead","001","5155",,
"2018-7371-15/08/2019","01",0,"SA","Motor Cars - Sedan","2008","South West","Male","023","SA","C ","Full","Not Towing","Straight Ahead","001","5049",,
"2018-7371-15/08/2019","02",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2018-7371-15/08/2019","03",0,,"Wire Rope Barrier",,,,,,,,,,,,,
"2018-7372-15/08/2019","01",0,"SA","Motor Cars - Sedan","2005","South East","Male","037","SA","C ","Full","Not Towing","Swerving","001","5108",,
"2018-7372-15/08/2019","02",0,"SA","SEMI TRAILER","2010","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-7373-15/08/2019","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2007","North West","Male","057","SA","HRR ","Full","Trailer","Swerving","002","5251",,
"2018-7373-15/08/2019","02",0,"SA","Station Wagon","2001","North West","Female","058","SA","C ","Full","Not Towing","Straight Ahead","001","5250",,
"2018-7374-15/08/2019","01",0,"SA","Station Wagon","2014","South","Female","037","SA","C ","Full","Not Towing","Straight Ahead","004","5024",,
"2018-7374-15/08/2019","02",0,"UNKNOWN","RIGID TRUCK LGE GE 4.5T","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Trailer","Swerving","001","XXXX",,
"2018-7375-15/08/2019","01",3,"QLD","Motor Cars - Sedan","2004","South","Male","050","UNKNOWN","XX","Unknown","Not Towing","Stopped on Carriageway","003","5417",,
"2018-7375-15/08/2019","02",1,"SA","Motor Cars - Sedan","2017","South","Male","054","SA","C ","Full","Not Towing","Straight Ahead","001","5014",,
"2018-7376-15/08/2019","01",0,"SA","Motor Cars - Sedan","2003","East","Female","045","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5095",,
"2018-7376-15/08/2019","02",0,"SA","Motor Cars - Sedan","2003","South","Female","022","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5098",,
"2018-7376-15/08/2019","03",0,"SA","Station Wagon","2015","East","Female","053","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5582",,
"2018-7377-15/08/2019","01",0,"SA","Utility","2009","West","Male","078","SA","C ","Full","Not Towing","Right Turn","001","5074",,
"2018-7377-15/08/2019","02",0,,"Pedestrian on Road",,"East","Female","035",,,,,"Crossing with Traffic Signals",,"5074",,
"2018-7378-15/08/2019","01",0,"SA","Motor Cars - Sedan","1997","South","Female","XXX","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5156",,
"2018-7378-15/08/2019","02",0,"SA","Motor Cars - Sedan","2010","South","Male","036","SA","C ","Provisional 2","Not Towing","Stopped on Carriageway","002","5050",,
"2018-7378-15/08/2019","03",0,"SA","Taxi Cab","2010","South","Male","022","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5038",,
"2018-7379-15/08/2019","01",0,"SA","Motor Cars - Sedan","2005","West","Male","028","SA","HR","Full","Not Towing","Left Turn","001","5043",,
"2018-7379-15/08/2019","02",1,,"Pedal Cycle",,"South","Male","065",,,,,"Straight Ahead","001","5062",,
"2018-7380-15/08/2019","01",0,"SA","Motor Cars - Sedan","2017","East","Female","064","SA","C ","Full","Not Towing","Straight Ahead","001","5041",,
"2018-7380-15/08/2019","02",0,"SA","Motor Cars - Sedan","2005","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Leaving Private Driveway","001","XXXX",,
"2018-7381-15/08/2019","01",0,"SA","Motor Cars - Sedan","2003","North","Male","038","SA","C ","Full","Not Towing","Straight Ahead","001","5169",,
"2018-7381-15/08/2019","02",0,"SA","Motor Cars - Sedan","2014","North","Male","046","SA","C ","Full","Not Towing","Straight Ahead","001","5158",,
"2018-7381-15/08/2019","03",0,"SA","Station Wagon","2014","North","Female","026","SA","C ","Full","Not Towing","Straight Ahead","002","5169",,
"2018-7382-15/08/2019","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2012","South West","Male","068","SA","HC","Full","Not Towing","Straight Ahead","001","5117",,
"2018-7382-15/08/2019","02",0,"SA","Motor Cars - Sedan","2007","North East","Male","024","SA","C ","Unlicenced","Not Towing","Straight Ahead","001","5115",,
"2018-7383-15/08/2019","01",0,"SA","Motor Cars - Sedan","2005","North","Female","046","SA","C ","Full","Not Towing","Straight Ahead","001","5075",,
"2018-7383-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-7384-15/08/2019","01",0,"SA","Station Wagon","2014","North","Female","063","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5045",,
"2018-7384-15/08/2019","02",0,"SA","Motor Cars - Sedan","2004","North","Male","033","SA","MR","Full","Not Towing","Straight Ahead","001","5107",,
"2018-7385-15/08/2019","01",0,"SA","Station Wagon","2008","South East","Female","048","SA","C ","Disqualified","Not Towing","Straight Ahead","003","5153",,
"2018-7385-15/08/2019","02",3,"SA","Motor Cars - Sedan","1989","North East","Male","016","SA","C ","Learners","Not Towing","Straight Ahead","003","5252",,
"2018-7385-15/08/2019","03",0,"SA","Motor Cars - Sedan","2003","South West","Male","019","SA","C ","Provisional 1 ","Not Towing","Stopped on Carriageway","003","5252",,
"2018-7386-15/08/2019","01",0,"SA","Motor Cars - Sedan","1997","South West","Female","050","SA","C ","Full","Not Towing","Straight Ahead","001","5540",,
"2018-7386-15/08/2019","02",1,,"Pedal Cycle",,"South East","Male","050",,,,,"Straight Ahead","001","5540",,
"2018-7387-15/08/2019","01",1,"SA","Motor Cars - Sedan","2014","East","Female","026","SA","C ","Full","Not Towing","Straight Ahead","001","5051",,
"2018-7387-15/08/2019","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-7388-15/08/2019","01",0,"SA","Station Wagon","2000","North","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2018-7388-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-7389-15/08/2019","01",1,"SA","Motor Cars - Sedan","1995","South","Male","020","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5045",,
"2018-7389-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-7390-15/08/2019","01",0,"SA","Motor Cars - Sedan","1993","South East","Male","023","SA","C ","Provisional 2","Not Towing","Straight Ahead","002","5043",,
"2018-7390-15/08/2019","02",0,,"Guard Rail",,,,,,,,,,,,,
"2018-7391-15/08/2019","01",0,"VIC","SEMI TRAILER","2014","West","Male","029","SA","HC","Full","Trailer","Straight Ahead","001","5086",,
"2018-7391-15/08/2019","02",0,"SA","Station Wagon","2014","West","Female","025","SA","C ","Full","Not Towing","Swerving","003","XXXX",,
"2018-7392-15/08/2019","01",0,"SA","Station Wagon","2003","East","Male","063","SA","C ","Full","Not Towing","Straight Ahead","001","5163",,
"2018-7392-15/08/2019","02",0,"SA","Motor Cars - Sedan","2001","West","Female","025","UNKNOWN","C ","Full","Not Towing","Right Turn","001","5039",,
"2018-7393-15/08/2019","01",0,"SA","Motor Cars - Sedan","2017","North","Male","045","SA","HR","Full","Not Towing","Straight Ahead","001","5042",,
"2018-7393-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Right Turn","001","XXXX",,
"2018-7394-15/08/2019","01",2,"SA","Utility","2015","South West","Male","019","SA","C ","Provisional 2","Trailer","Straight Ahead","002","5162",,
"2018-7394-15/08/2019","02",2,"SA","Motor Cars - Sedan","2015","North East","Male","060","SA","C ","Full","Not Towing","Straight Ahead","002","5251",,
"2018-7395-15/08/2019","01",0,"SA","Motor Cars - Sedan","2016","South","Female","040","SA","C ","Full","Not Towing","Right Turn","001","5045",,
"2018-7395-15/08/2019","02",0,"SA","Motor Cars - Sedan","2004","East","Male","053","SA","HR","Full","Not Towing","Straight Ahead","004","5125",,
"2018-7396-15/08/2019","01",0,"SA","Station Wagon","2010","South West","Female","046","SA","C ","Full","Not Towing","Straight Ahead","001","5576",,
"2018-7396-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-7397-15/08/2019","01",0,"SA","Motor Cars - Sedan","2004","East","Female","081","SA","C ","Full","Not Towing","Straight Ahead","001","5063",,
"2018-7397-15/08/2019","02",0,,"Pedal Cycle",,"North","Male","064",,,,,"Straight Ahead","001","5041",,
"2018-7398-15/08/2019","01",1,"SA","Station Wagon","2006","North West","Female","032","SA","C ","Full","Not Towing","Straight Ahead","005","5045",,
"2018-7398-15/08/2019","02",1,"SA","Motor Cars - Sedan","2010","North West","Female","076","SA","C ","Full","Not Towing","Straight Ahead","002","5049",,
"2018-7398-15/08/2019","03",0,"SA","Station Wagon","2005","North West","Female","066","SA","C ","Full","Not Towing","Straight Ahead","002","5152",,
"2018-7398-15/08/2019","04",1,"SA","Motor Cycle","2004","North West","Male","072","SA","HRR ","Full","Not Towing","Straight Ahead","001","5014",,
"2018-7399-15/08/2019","01",0,"SA","Motor Cars - Sedan","2002","North East","Female","057","SA","C ","Full","Not Towing","Entering Private Driveway","004","5112",,
"2018-7399-15/08/2019","02",0,"SA","Motor Cars - Sedan","2009","North East","Male","018","SA","C ","Learners","Not Towing","Overtaking - on Right","002","5501",,
"2018-7400-15/08/2019","01",0,"SA","Motor Cars - Sedan","2007","North","Female","057","SA","C ","Full","Not Towing","Straight Ahead","001","5110",,
"2018-7400-15/08/2019","02",0,"SA","Motor Cars - Sedan","2013","East","Female","074","SA","C ","Full","Not Towing","Straight Ahead","001","5068",,
"2018-7401-15/08/2019","01",0,"SA","Motor Cars - Sedan","2017","North East","Unknown","XXX","SA","C ","Full","Not Towing","Straight Ahead","001","5114",,
"2018-7401-15/08/2019","02",0,"SA","Station Wagon","2017","South East","Male","056","SA","C ","Full","Not Towing","Left Turn","002","5120",,
"2018-7402-15/08/2019","01",0,"SA","Motor Cars - Sedan","2003","East","Female","047","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5085",,
"2018-7402-15/08/2019","02",0,"SA","Station Wagon","2000","East","Female","049","SA","C ","Full","Not Towing","Left Turn","001","5012",,
"2018-7403-15/08/2019","01",1,"SA","Motor Cycle","XXXX","North","Male","019","SA","HC","Unlicenced","Not Towing","Straight Ahead","001","5095","Y",
"2018-7404-15/08/2019","01",0,"SA","Motor Cars - Sedan","2009","West","Male","035","SA","C ","Full","Not Towing","Right Turn","002","5063",,
"2018-7404-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-7405-15/08/2019","01",1,"SA","Motor Cars - Sedan","2004","South","Female","033","UNKNOWN","XX","Unknown","Not Towing","Right Turn","001","5032",,
"2018-7405-15/08/2019","02",2,"SA","Station Wagon","2007","North","Female","021","SA","C ","Full","Not Towing","Straight Ahead","005","5158",,
"2018-7406-15/08/2019","01",0,"SA","Station Wagon","2004","West","Male","030","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5401",,
"2018-7406-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-7407-15/08/2019","01",0,"SA","Motor Cars - Tourer","2009","North East","Female","020","SA","C ","Full","Not Towing","Straight Ahead","001","5041","Y",
"2018-7407-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-7408-15/08/2019","01",1,"SA","Motor Cars - Sedan","1998","South","Male","033","SA","C ","Full","Not Towing","Straight Ahead","001","5107",,
"2018-7408-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-7409-15/08/2019","01",0,"SA","Utility","2017","West","Male","046","SA","C ","Full","Not Towing","Straight Ahead","002","XXXX",,
"2018-7409-15/08/2019","02",0,,"Pedestrian on Road",,"West","Male","031",,,,,"Walking on Road - Against the Traffic",,"XXXX",,
"2018-7410-15/08/2019","01",0,"SA","Motor Cars - Sedan","2000","South","Male","028","SA","C ","Full","Not Towing","Straight Ahead","001","5024",,
"2018-7410-15/08/2019","02",0,,"Bridge",,,,,,,,,,,,,
"2018-7411-15/08/2019","01",0,"SA","Motor Cars - Sedan","2009","South","Male","020","SA","C ","Full","Not Towing","Straight Ahead","001","5351",,
"2018-7411-15/08/2019","02",0,,"Animal - Domestic - Not Ridden",,,,,,,,,,,,,
"2018-7412-15/08/2019","01",0,"SA","Motor Cars - Sedan","2009","North","Female","020","SA","C ","Full","Not Towing","Straight Ahead","002","5251",,
"2018-7412-15/08/2019","02",0,"VIC","Motor Cars - Sedan","2004","South","Male","023","SA","C ","Full","Not Towing","Right Turn","002","5068",,
"2018-7413-15/08/2019","01",0,"SA","Station Wagon","2011","South West","Female","046","SA","C ","Full","Not Towing","Right Turn","001","5241",,
"2018-7413-15/08/2019","02",0,"SA","Utility","2009","North East","Male","034","SA","MR","Full","Not Towing","Straight Ahead","001","5127",,
"2018-7413-15/08/2019","03",0,"SA","Motor Cars - Sedan","2017","South East","Male","029","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5096",,
"2018-7414-15/08/2019","01",1,,"Pedal Cycle",,"East","Female","023",,,,,"Straight Ahead","001","5062",,
"2018-7414-15/08/2019","02",0,"NSW","Motor Cars - Sedan","2015","East","Male","XXX","SA","C ","Full","Not Towing","Parked","001","5023",,
"2018-7415-15/08/2019","01",1,"SA","Motor Cars - Sedan","2002","East","Male","053","SA","C ","Full","Not Towing","Straight Ahead","001","5251",,
"2018-7415-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-7416-15/08/2019","01",0,"SA","Motor Cars - Sedan","2004","West","Male","076","SA","C ","Full","Not Towing","Straight Ahead","001","5116",,
"2018-7416-15/08/2019","02",0,"SA","Motor Cars - Sedan","2012","North","Male","024","SA","C ","Full","Not Towing","Straight Ahead","001","5112",,
"2018-7417-15/08/2019","01",0,"SA","Utility","2012","North","Male","031","SA","C R ","Full","Not Towing","Straight Ahead","001","5252",,
"2018-7417-15/08/2019","02",0,,"Animal - Domestic - Not Ridden",,,,,,,,,,,,,
"2018-7418-15/08/2019","01",0,"SA","Station Wagon","1998","South West","Male","023","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5092",,
"2018-7418-15/08/2019","02",0,"SA","Station Wagon","2015","South West","Male","064","SA","C R ","Full","Not Towing","Stopped on Carriageway","001","5092",,
"2018-7418-15/08/2019","03",0,"SA","Utility","2011","South West","Female","049","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5092",,
"2018-7418-15/08/2019","04",0,"SA","Motor Cars - Sedan","2006","South West","Female","025","SA","C ","Provisional 2","Not Towing","Stopped on Carriageway","001","5093",,
"2018-7419-15/08/2019","01",0,"SA","Motor Cars - Sedan","2011","South West","Female","XXX","SA","C ","Full","Not Towing","Right Turn","001","5098",,
"2018-7419-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-7420-15/08/2019","01",0,"SA","Utility","1999","North West","Male","069","SA","HCR ","Probationary","Not Towing","Left Turn","001","5277",,
"2018-7420-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-7420-15/08/2019","03",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2018-7421-15/08/2019","01",0,"SA","Motor Cars - Sedan","2011","South","Male","023","SA","C ","Full","Not Towing","Entering Private Driveway","001","5082",,
"2018-7421-15/08/2019","02",0,"SA","Motor Cars - Sedan","2015","East","Female","061","SA","C ","Full","Not Towing","Straight Ahead","001","5087",,
"2018-7422-15/08/2019","01",1,"SA","Motor Cars - Sedan","2016","South","Female","062","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5068",,
"2018-7422-15/08/2019","02",0,"SA","Motor Cars - Sedan","1993","South","Female","075","SA","C ","Full","Not Towing","Straight Ahead","001","5068",,
"2018-7423-15/08/2019","01",0,"WA","Motor Vehicle - Type Unknown","2004","North West","Male","064","UNKNOWN","XX","Unknown","Not Towing","Left Turn","001","6225",,
"2018-7423-15/08/2019","02",0,"SA","Station Wagon","2005","South West","Male","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5371",,
"2018-7424-15/08/2019","01",1,"SA","Motor Cycle","2005","North East","Male","053","SA","R ","Full","Not Towing","Straight Ahead","001","5022",,
"2018-7425-15/08/2019","01",0,"SA","Motor Cars - Sedan","2014","West","Female","070","SA","C ","Full","Not Towing","Straight Ahead","002","5045",,
"2018-7425-15/08/2019","02",1,"SA","Utility","2003","West","Male","075","SA","C ","Full","Not Towing","Straight Ahead","001","5082",,
"2018-7426-15/08/2019","01",0,"SA","Motor Cars - Sedan","2014","North","Female","085","SA","C ","Full","Not Towing","Straight Ahead","001","5062",,
"2018-7426-15/08/2019","02",0,"SA","Utility","2014","North",,,,,,"Not Towing","Parked","000",,,
"2018-7427-15/08/2019","01",0,"SA","Station Wagon","2011","North West","Female","085","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5076",,
"2018-7427-15/08/2019","02",1,,"Pedal Cycle",,"South West","Male","028",,,,,"Straight Ahead","001","5089",,
"2018-7428-15/08/2019","01",0,"SA","Motor Cars - Sedan","2011","North West","Female","074","SA","C ","Full","Not Towing","Straight Ahead","001","5022",,
"2018-7428-15/08/2019","02",0,"SA","Motor Cars - Sedan","2003","North West",,,,,,"Unknown","Parked","000",,,
"2018-7429-15/08/2019","01",1,"SA","Motor Cars - Sedan","2001","South East","Female","028","SA","C ","Full","Not Towing","Straight Ahead","001","5086",,
"2018-7429-15/08/2019","02",0,"SA","Motor Cars - Sedan","2016","South East","Female","028","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5251",,
"2018-7429-15/08/2019","03",0,"SA","Motor Cars - Sedan","2009","South East","Male","025","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5251",,
"2018-7430-15/08/2019","01",0,"SA","Motor Cars - Sedan","1996","North","Male","053","SA","C ","Full","Not Towing","Straight Ahead","002","5162",,
"2018-7430-15/08/2019","02",1,"SA","Motor Cars - Sedan","2005","North","Male","036","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5162",,
"2018-7430-15/08/2019","03",0,"SA","Motor Cars - Sedan","2008","North","Female","035","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5163",,
"2018-7430-15/08/2019","04",0,"SA","Station Wagon","2009","North","Female","057","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5161",,
"2018-7431-15/08/2019","01",0,"SA","Motor Cars - Sedan","2008","West","Male","021","SA","C ","Full","Not Towing","Straight Ahead","001","5023",,
"2018-7431-15/08/2019","02",0,"SA","Motor Cars - Sedan","2000","South","Male","023","SA","C ","Disqualified","Not Towing","Straight Ahead","001","5033",,
"2018-7432-15/08/2019","01",0,"SA","Motor Cars - Sedan","2017","South West","Male","024","SA","MR","Full","Not Towing","Straight Ahead","002","5159",,
"2018-7432-15/08/2019","02",0,,"Guard Rail",,,,,,,,,,,,,
"2018-7433-15/08/2019","01",0,"SA","Station Wagon","2015","North West","Male","042","SA","HR","Full","Not Towing","Entering Private Driveway","001","5021",,
"2018-7433-15/08/2019","02",0,"SA","Station Wagon","2006","North West","Male","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5016",,
"2018-7434-15/08/2019","01",1,"SA","Utility","2017","North West","Male","028","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5237","Y",
"2018-7435-15/08/2019","01",0,"SA","Motor Cars - Sedan","1995","South","Female","025","UNKNOWN","C ","Full","Not Towing","Right Turn","001","5047",,
"2018-7435-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-7435-15/08/2019","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-7436-15/08/2019","01",0,"SA","Motor Cars - Sedan","2001","South East","Female","018","SA","XX","Unlicenced","Not Towing","Straight Ahead","001","5159",,
"2018-7436-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-7437-15/08/2019","01",1,"VIC","Utility","2002","South West","Male","047","SA","C ","Full","Not Towing","Straight Ahead","001","5152",,
"2018-7437-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-7438-15/08/2019","01",0,"SA","Motor Cars - Sedan","2018","North East","Female","022","SA","XX","Full","Not Towing","Right Turn","002","5085",,
"2018-7438-15/08/2019","02",0,"SA","Motor Cars - Sedan","2011","North West","Male","020","SA","C ","Full","Not Towing","Straight Ahead","001","5034",,
"2018-7439-15/08/2019","01",0,"SA","Motor Cars - Sedan","2003","South West","Male","059","SA","C ","Full","Not Towing","Right Turn","001","5012",,
"2018-7439-15/08/2019","02",0,"SA","Utility","2004","North East","Male","050","SA","HC","Full","Not Towing","Straight Ahead","001","5125",,
"2018-7440-15/08/2019","01",0,"SA","Motor Cars - Sedan","2003","North East","Female","059","SA","C ","Full","Not Towing","Straight Ahead","001","5013",,
