REPORT_ID,UND_UNIT_NUMBER,CASUALTY_NUMBER,cas_type,cas_gender,cas_age,cas_pos_in_veh,thrown_out,fatality,seat_belt,unit_type,lic_type,unit_movement,n_occupants,stat_area,total_units,cas_total,day,time,area_speed,acc_pos,hor_align,ver_align,moist_cond,wea_cond,dayNight,crash_type,traf_ctrls
2018-4751-15/08/2019,1,1,Driver,Female,68.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Friday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-4752-15/08/2019,1,1,Passenger,Female,67.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,2.0,2 Metropolitan,2,2,Friday,off-peak,80,Cross Road,Straight road,Level,Wet,Raining,Daylight,Right Angle,Traffic Signals
2018-4752-15/08/2019,2,1,Driver,Male,29.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,2,Friday,off-peak,80,Cross Road,Straight road,Level,Wet,Raining,Daylight,Right Angle,Traffic Signals
2018-4756-15/08/2019,2,1,Driver,Female,31.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Right Turn,3.0,3 Country,2,1,Friday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-4763-15/08/2019,1,1,Driver,Female,49.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Thursday,off-peak,60,Cross Road,Straight road,Level,Wet,Not Raining,Night,Rear End,Stop Sign
2018-4765-15/08/2019,1,1,Driver,Male,21.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,4.0,2 Metropolitan,2,2,Friday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2018-4765-15/08/2019,1,2,Passenger,Male,17.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,4.0,2 Metropolitan,2,2,Friday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2018-4766-15/08/2019,1,1,Driver,Male,48.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,1,Friday,peak,60,T-Junction,Straight road,Level,Wet,Not Raining,Daylight,Rear End,Stop Sign
2018-4767-15/08/2019,1,1,Driver,Female,18.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 2,Leaving Private Driveway,1.0,2 Metropolitan,2,2,Friday,peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-4767-15/08/2019,2,1,Driver,Male,43.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,2,Friday,peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-4768-15/08/2019,1,1,Rider,Male,22.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,1,1,Friday,off-peak,50,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Left Road - Out of Control,No Control
2018-4770-15/08/2019,2,1,Driver,Female,44.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,off-peak,40,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Stop Sign
2018-4771-15/08/2019,1,1,Driver,Male,25.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 1 ,Left Turn,1.0,2 Metropolitan,2,1,Friday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-4774-15/08/2019,1,1,Passenger,Female,17.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Left Turn,1.0,2 Metropolitan,2,1,Friday,off-peak,60,Cross Road,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Right Angle,Traffic Signals
2018-4777-15/08/2019,1,1,Rider,Male,45.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,2,Saturday,peak,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2018-4777-15/08/2019,2,1,Rider,Female,30.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,2,Saturday,peak,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2018-4783-15/08/2019,2,1,Driver,Female,34.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2018-4785-15/08/2019,1,1,Driver,Male,55.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Friday,off-peak,70,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-4792-15/08/2019,1,1,Driver,Male,70.0,Driver,Not Thrown Out,NotFatal,NotWorn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,off-peak,50,Divided Road,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Right Turn,No Control
2018-4793-15/08/2019,1,1,Passenger,Male,57.0,Passenger on Multi-Passenger Vehicle,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,2.0,2 Metropolitan,1,1,Friday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Other,No Control
2018-4795-15/08/2019,3,1,Pedestrian,Male,38.0,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Footpath/Carpark,NoLicence,Walking on Footpath,1.0,2 Metropolitan,3,1,Saturday,off-peak,50,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2018-4796-15/08/2019,1,1,Rider,Male,16.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,3 Country,1,1,Friday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2018-4797-15/08/2019,2,1,Passenger,Female,76.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,3.0,2 Metropolitan,2,2,Saturday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Traffic Signals
2018-4797-15/08/2019,2,2,Passenger,Male,39.88915925490854,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,3.0,2 Metropolitan,2,2,Saturday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Traffic Signals
2018-4799-15/08/2019,2,1,Pedestrian,Male,14.0,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,Crossing without Control,1.0,2 Metropolitan,2,1,Saturday,off-peak,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2018-4802-15/08/2019,1,1,Rider,Male,41.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Swerving,1.0,2 Metropolitan,1,1,Saturday,off-peak,50,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Left Road - Out of Control,No Control
2018-4804-15/08/2019,1,1,Driver,Female,62.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-4805-15/08/2019,1,1,Rider,Male,20.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,off-peak,80,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-4807-15/08/2019,1,1,Passenger,Male,18.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,3.0,3 Country,2,1,Friday,off-peak,80,Not Divided,Straight road,Level,Unknown,Unknown,Night,Hit Animal,No Control
2018-4808-15/08/2019,1,1,Rider,Male,41.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,1,1,Saturday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2018-4811-15/08/2019,2,1,Driver,Male,28.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Saturday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Traffic Signals
2018-4820-15/08/2019,1,1,Driver,Male,39.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Unlicenced,Straight Ahead,1.0,3 Country,3,1,Sunday,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-4821-15/08/2019,2,1,Rider,Male,66.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Overtaking - on Left,1.0,3 Country,2,1,Saturday,off-peak,60,T-Junction,Straight road,Bottom of Hill,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-4823-15/08/2019,2,1,Rider,Male,69.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,3,1,Sunday,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-4824-15/08/2019,2,1,Driver,Male,22.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-4827-15/08/2019,1,1,Pedestrian,Male,85.0,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,Crossing with Traffic Signals,1.0,2 Metropolitan,2,1,Sunday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Hit Pedestrian,Traffic Signals
2018-4828-15/08/2019,1,1,Driver,Female,47.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Right Turn,2.0,2 Metropolitan,2,1,Sunday,off-peak,60,T-Junction,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2018-4832-15/08/2019,1,1,Driver,Male,24.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 2,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-4834-15/08/2019,1,1,Driver,Male,63.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Unknown,Straight Ahead,2.0,3 Country,1,2,Sunday,off-peak,100,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,No Control
2018-4834-15/08/2019,1,2,Passenger,Male,43.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,2.0,3 Country,1,2,Sunday,off-peak,100,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,No Control
2018-4835-15/08/2019,1,1,Passenger,Female,15.0,Front Seat Left Passenger,Not Thrown Out,Fatal,NotWorn,Medium,NoLicence,Straight Ahead,7.0,3 Country,1,6,Sunday,off-peak,100,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2018-4835-15/08/2019,1,2,Passenger,Female,4.0,Rear Seat Right Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,7.0,3 Country,1,6,Sunday,off-peak,100,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2018-4835-15/08/2019,1,3,Passenger,Female,9.0,Other,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,7.0,3 Country,1,6,Sunday,off-peak,100,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2018-4835-15/08/2019,1,4,Passenger,Male,7.0,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,7.0,3 Country,1,6,Sunday,off-peak,100,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2018-4835-15/08/2019,1,5,Passenger,Female,14.0,Other,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,7.0,3 Country,1,6,Sunday,off-peak,100,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2018-4835-15/08/2019,1,6,Passenger,Female,11.0,Other,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,7.0,3 Country,1,6,Sunday,off-peak,100,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2018-4836-15/08/2019,1,1,Rider,Male,53.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Crest of Hill,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-4838-15/08/2019,1,1,Driver,Female,31.0,Driver,Thrown Out,NotFatal,Unknown,Small,Full,Right Turn,1.0,3 Country,2,1,Sunday,off-peak,100,T-Junction,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Night,Hit Fixed Object,Give Way Sign
2018-4839-15/08/2019,1,1,Rider,Male,58.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Right Turn,1.0,2 Metropolitan,2,1,Sunday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2018-4840-15/08/2019,1,1,Passenger,Female,93.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,2.0,2 Metropolitan,2,2,Sunday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2018-4840-15/08/2019,2,1,Passenger,Female,93.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,2.0,2 Metropolitan,2,2,Sunday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2018-4841-15/08/2019,1,1,Driver,Female,21.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Sunday,off-peak,60,Divided Road,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,No Control
2018-4843-15/08/2019,1,1,Driver,Female,32.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Provisional 1 ,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Friday,off-peak,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-4844-15/08/2019,1,1,Rider,Male,28.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,off-peak,70,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-4846-15/08/2019,2,1,Rider,Female,43.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2018-4848-15/08/2019,1,1,Driver,Male,69.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2018-4853-15/08/2019,2,1,Driver,Female,51.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,3.0,2 Metropolitan,3,1,Friday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2018-4855-15/08/2019,2,1,Pedestrian,Male,28.0,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,Crossing without Control,1.0,2 Metropolitan,2,1,Monday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Pedestrian,No Control
2018-4857-15/08/2019,1,1,Passenger,Female,18.0,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,4.0,2 Metropolitan,2,1,Sunday,off-peak,80,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Night,Hit Fixed Object,No Control
2018-4860-15/08/2019,1,1,Driver,Male,42.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Probationary,Stopped on Carriageway,4.0,2 Metropolitan,2,1,Monday,peak,80,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-4863-15/08/2019,1,1,Driver,Female,91.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Saturday,peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-4870-15/08/2019,1,1,Driver,Female,21.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Swerving,1.0,2 Metropolitan,2,1,Monday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-4872-15/08/2019,2,1,Driver,Female,35.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Traffic Signals
2018-4873-15/08/2019,1,1,Rider,Male,61.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Swerving,1.0,2 Metropolitan,2,1,Monday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-4875-15/08/2019,2,1,Driver,Male,39.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,3.0,2 Metropolitan,2,1,Monday,off-peak,60,Cross Road,Straight road,Slope,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2018-4876-15/08/2019,1,1,Passenger,Female,32.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,5.0,3 Country,2,1,Monday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2018-4878-15/08/2019,2,1,Driver,Female,44.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Roundabout
2018-4879-15/08/2019,1,1,Driver,Female,24.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 2,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,off-peak,50,Other,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Rear End,No Control
2018-4880-15/08/2019,1,1,Passenger,Female,32.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,2.0,2 Metropolitan,3,1,Monday,peak,40,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,No Control
2018-4883-15/08/2019,2,1,Rider,Male,66.0,NotApplicable,NotApplicable,Fatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,3 Country,2,1,Monday,peak,110,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,No Control
2018-4886-15/08/2019,1,1,Driver,Male,23.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,peak,60,T-Junction,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Rear End,No Control
2018-4890-15/08/2019,2,1,Pedestrian,Female,64.0,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,Crossing with Traffic Signals,1.0,2 Metropolitan,2,1,Monday,peak,60,Pedestrian Crossing,Straight road,Level,Dry,Not Raining,Night,Hit Pedestrian,Traffic Signals
2018-4891-15/08/2019,1,1,Driver,Male,25.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2018-4897-15/08/2019,2,1,Driver,Male,40.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Entering Private Driveway,1.0,2 Metropolitan,3,1,Tuesday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-4904-15/08/2019,1,1,Driver,Female,68.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-4905-15/08/2019,1,1,Driver,Female,54.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Tuesday,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Give Way Sign
2018-4908-15/08/2019,2,1,Driver,Female,35.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,3 Country,2,1,Tuesday,off-peak,50,Divided Road,Straight road,Level,Wet,Raining,Daylight,Right Angle,No Control
2018-4909-15/08/2019,1,1,Driver,Female,80.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2018-4911-15/08/2019,1,1,Passenger,Female,23.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Tuesday,off-peak,60,T-Junction,Straight road,Level,Wet,Not Raining,Daylight,Rear End,Traffic Signals
2018-4914-15/08/2019,1,1,Driver,Female,40.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-4915-15/08/2019,3,1,Driver,Male,38.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Stopped on Carriageway,3.0,2 Metropolitan,3,1,Tuesday,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-4917-15/08/2019,2,1,Pedestrian,Female,59.0,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,OtherPedest,1.0,2 Metropolitan,3,1,Monday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Hit Pedestrian,No Control
2018-4921-15/08/2019,2,1,Driver,Female,57.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,3,2,Tuesday,off-peak,100,Freeway,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2018-4921-15/08/2019,3,1,Passenger,Female,10.0,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Stopped on Carriageway,3.0,2 Metropolitan,3,2,Tuesday,off-peak,100,Freeway,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2018-4924-15/08/2019,1,1,Driver,Female,19.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 1 ,Straight Ahead,1.0,3 Country,2,1,Tuesday,off-peak,110,Not Divided,Straight road,Level,Wet,Raining,Night,Hit Fixed Object,No Control
2018-4925-15/08/2019,1,1,Driver,Female,17.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 1 ,Right Turn,1.0,2 Metropolitan,2,2,Tuesday,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
2018-4925-15/08/2019,2,1,Driver,Male,44.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,2,Tuesday,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
2018-4927-15/08/2019,1,1,Rider,Female,29.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,3 Country,2,1,Wednesday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Animal,No Control
2018-4928-15/08/2019,1,1,Driver,Female,36.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 2,Straight Ahead,1.0,3 Country,2,1,Tuesday,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-4931-15/08/2019,1,1,Rider,Female,44.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,1 City,2,1,Tuesday,peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2018-4933-15/08/2019,3,1,Driver,Male,53.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,1,Wednesday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2018-4934-15/08/2019,2,1,Passenger,Female,18.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Right Turn,2.0,2 Metropolitan,2,1,Wednesday,peak,50,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Right Angle,No Control
2018-4935-15/08/2019,1,1,Rider,Male,52.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,peak,40,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-4938-15/08/2019,1,1,Rider,Female,46.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Left Turn,1.0,2 Metropolitan,2,1,Wednesday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Rear End,Traffic Signals
2018-4939-15/08/2019,1,1,Driver,Female,40.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,off-peak,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2018-4940-15/08/2019,1,1,Driver,Female,33.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Monday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Stop Sign
2018-4941-15/08/2019,2,1,Rider,Male,84.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
