REPORT_ID,UND_UNIT_NUMBER,CASUALTY_NUMBER,cas_type,cas_gender,cas_age,cas_pos_in_veh,thrown_out,fatality,seat_belt,unit_type,lic_type,unit_movement,n_occupants,stat_area,total_units,cas_total,day,time,area_speed,acc_pos,hor_align,ver_align,moist_cond,wea_cond,dayNight,crash_type,traf_ctrls
2017-1-15/08/2019,1,1,Driver,Female,34.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Friday,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-5-15/08/2019,2,1,Driver,Female,41.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2017-9-15/08/2019,1,1,Driver,Male,39.88915925490854,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-10-15/08/2019,1,1,Driver,Male,19.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 2,Straight Ahead,1.0,2 Metropolitan,2,7,Sunday,peak,60,Freeway,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Head On,No Control
2017-10-15/08/2019,2,1,Driver,Male,48.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,6.0,2 Metropolitan,2,7,Sunday,peak,60,Freeway,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Head On,No Control
2017-10-15/08/2019,2,2,Passenger,Female,39.88915925490854,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,6.0,2 Metropolitan,2,7,Sunday,peak,60,Freeway,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Head On,No Control
2017-10-15/08/2019,2,3,Passenger,Male,39.88915925490854,Rear Seat Middle Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,6.0,2 Metropolitan,2,7,Sunday,peak,60,Freeway,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Head On,No Control
2017-10-15/08/2019,2,4,Passenger,Male,39.88915925490854,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,6.0,2 Metropolitan,2,7,Sunday,peak,60,Freeway,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Head On,No Control
2017-10-15/08/2019,2,5,Passenger,Female,39.88915925490854,Rear Seat Right Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,6.0,2 Metropolitan,2,7,Sunday,peak,60,Freeway,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Head On,No Control
2017-10-15/08/2019,2,6,Passenger,Female,39.88915925490854,Other,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,6.0,2 Metropolitan,2,7,Sunday,peak,60,Freeway,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Head On,No Control
2017-11-15/08/2019,2,1,Driver,Male,30.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,2.0,3 Country,2,1,Sunday,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-12-15/08/2019,2,1,Rider,Female,23.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2017-15-15/08/2019,1,1,Rider,Male,50.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,off-peak,70,Cross Road,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,Roundabout
2017-16-15/08/2019,1,1,Driver,Male,42.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Sunday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Angle,No Control
2017-19-15/08/2019,1,1,Rider,Male,17.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,off-peak,60,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-21-15/08/2019,1,1,Driver,Female,23.0,Driver,Not Thrown Out,NotFatal,Unknown,Small,Provisional 2,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Night,Roll Over,No Control
2017-24-15/08/2019,1,1,Passenger,Male,40.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,2.0,3 Country,1,1,Monday,off-peak,110,Divided Road,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-26-15/08/2019,1,1,Passenger,Male,47.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Utility,NoLicence,Straight Ahead,3.0,2 Metropolitan,2,1,Monday,off-peak,110,Freeway,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-32-15/08/2019,2,1,Rider,Male,48.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Roundabout
2017-33-15/08/2019,1,1,Rider,Female,45.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Roundabout
2017-35-15/08/2019,2,1,Rider,Male,52.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Roundabout
2017-37-15/08/2019,2,1,Driver,Male,33.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,2.0,2 Metropolitan,3,1,Monday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-39-15/08/2019,1,1,Driver,Female,42.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,4,2,Tuesday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2017-39-15/08/2019,2,1,Driver,Male,36.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,4,2,Tuesday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2017-40-15/08/2019,1,1,Passenger,Female,12.0,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,5.0,2 Metropolitan,2,1,Monday,off-peak,80,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-42-15/08/2019,1,1,Passenger,Male,17.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Utility,NoLicence,Straight Ahead,2.0,2 Metropolitan,2,1,Tuesday,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-46-15/08/2019,1,1,Driver,Female,16.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Learners,Left Turn,2.0,2 Metropolitan,2,1,Tuesday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,Traffic Signals
2017-49-15/08/2019,1,1,Driver,Female,18.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Unknown,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Monday,off-peak,80,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-50-15/08/2019,1,1,Driver,Female,17.0,Driver,Not Thrown Out,NotFatal,Unknown,Small,Provisional 2,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,off-peak,100,Freeway,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2017-54-15/08/2019,1,1,Driver,Female,54.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,off-peak,50,Not Divided,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-57-15/08/2019,1,1,Driver,Female,51.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Unlicenced,Stopped on Carriageway,1.0,3 Country,2,1,Tuesday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-59-15/08/2019,1,1,Driver,Male,60.0,Driver,Not Thrown Out,NotFatal,Worn,Utility,Full,Right Turn,1.0,2 Metropolitan,2,2,Tuesday,off-peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
2017-59-15/08/2019,2,1,Driver,Female,64.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,2,Tuesday,off-peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
2017-62-15/08/2019,1,1,Driver,Male,19.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 2,Straight Ahead,2.0,2 Metropolitan,2,1,Tuesday,peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,Give Way Sign
2017-66-15/08/2019,1,1,Driver,Female,35.0,Driver,Not Thrown Out,NotFatal,NotWorn,Small,Full,Straight Ahead,1.0,3 Country,2,2,Tuesday,peak,100,Not Divided,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Head On,No Control
2017-66-15/08/2019,2,1,Driver,Female,58.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,3 Country,2,2,Tuesday,peak,100,Not Divided,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Head On,No Control
2017-70-15/08/2019,2,1,Driver,Female,20.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 1 ,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,peak,80,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-71-15/08/2019,2,1,Driver,Male,55.0,Driver,Not Thrown Out,NotFatal,Worn,Utility,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,off-peak,70,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2017-72-15/08/2019,1,1,Driver,Female,29.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Unknown,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Tuesday,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-74-15/08/2019,1,1,Driver,Male,25.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Monday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-76-15/08/2019,1,1,Driver,Female,60.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-79-15/08/2019,1,1,Rider,Male,48.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Give Way Sign
2017-80-15/08/2019,1,1,Driver,Female,22.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Unknown,Straight Ahead,2.0,3 Country,1,2,Tuesday,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-80-15/08/2019,1,2,Passenger,Female,22.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,2.0,3 Country,1,2,Tuesday,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-81-15/08/2019,1,1,Driver,Female,57.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,5,Wednesday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-81-15/08/2019,2,1,Driver,Female,46.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Provisional 2,Straight Ahead,4.0,2 Metropolitan,2,5,Wednesday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-81-15/08/2019,2,2,Passenger,Female,20.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,4.0,2 Metropolitan,2,5,Wednesday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-81-15/08/2019,2,3,Passenger,Female,10.0,Rear Seat Right Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,4.0,2 Metropolitan,2,5,Wednesday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-81-15/08/2019,2,4,Passenger,Female,8.0,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,4.0,2 Metropolitan,2,5,Wednesday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-83-15/08/2019,1,1,Driver,Male,56.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-84-15/08/2019,1,1,Passenger,Female,24.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Wednesday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-85-15/08/2019,2,1,Driver,Female,52.0,Driver,Not Thrown Out,NotFatal,Unknown,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,off-peak,60,Cross Road,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-86-15/08/2019,1,1,Driver,Male,80.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Left Turn,4.0,2 Metropolitan,3,4,Wednesday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-86-15/08/2019,1,2,Passenger,Female,7.0,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Left Turn,4.0,2 Metropolitan,3,4,Wednesday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-86-15/08/2019,1,3,Passenger,Female,36.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Left Turn,4.0,2 Metropolitan,3,4,Wednesday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-86-15/08/2019,1,4,Passenger,Male,9.0,Rear Seat Right Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Left Turn,4.0,2 Metropolitan,3,4,Wednesday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-87-15/08/2019,2,1,Driver,Male,80.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,2.0,2 Metropolitan,3,1,Wednesday,peak,60,Divided Road,Straight road,Slope,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-88-15/08/2019,1,1,Driver,Female,22.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,2.0,1 City,2,2,Tuesday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-88-15/08/2019,1,2,Passenger,Male,39.88915925490854,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Stopped on Carriageway,2.0,1 City,2,2,Tuesday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-89-15/08/2019,1,1,Rider,Male,25.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Right Turn,1.0,2 Metropolitan,2,1,Wednesday,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,Traffic Signals
2017-91-15/08/2019,2,1,Driver,Male,61.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Parked,1.0,2 Metropolitan,2,1,Wednesday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
2017-93-15/08/2019,1,1,Rider,Male,20.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,1,1,Wednesday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Roll Over,No Control
2017-96-15/08/2019,1,1,Driver,Male,17.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 1 ,Straight Ahead,3.0,3 Country,2,3,Wednesday,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-96-15/08/2019,1,2,Passenger,Male,21.0,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,3.0,3 Country,2,3,Wednesday,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-96-15/08/2019,1,3,Passenger,Male,17.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,3.0,3 Country,2,3,Wednesday,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-99-15/08/2019,1,1,Driver,Female,44.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Wednesday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-106-15/08/2019,1,1,Driver,Female,45.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Thursday,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-113-15/08/2019,1,1,Driver,Female,32.0,Driver,Not Thrown Out,NotFatal,Unknown,Medium,Full,Straight Ahead,5.0,2 Metropolitan,2,4,Wednesday,peak,90,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2017-113-15/08/2019,1,2,Passenger,Female,3.0,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,5.0,2 Metropolitan,2,4,Wednesday,peak,90,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2017-113-15/08/2019,1,3,Passenger,Female,10.0,Rear Seat Right Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,5.0,2 Metropolitan,2,4,Wednesday,peak,90,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2017-113-15/08/2019,1,4,Passenger,Female,8.0,Rear Seat Middle Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,5.0,2 Metropolitan,2,4,Wednesday,peak,90,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2017-117-15/08/2019,1,1,Passenger,Male,39.88915925490854,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,5.0,2 Metropolitan,4,3,Wednesday,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-117-15/08/2019,2,1,Driver,Male,59.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,4,3,Wednesday,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-117-15/08/2019,3,1,Driver,Female,36.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,4,3,Wednesday,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-123-15/08/2019,2,1,Rider,Male,41.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-126-15/08/2019,1,1,Passenger,Male,17.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,2.0,2 Metropolitan,2,1,Thursday,off-peak,40,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-131-15/08/2019,4,1,Pedestrian,Female,53.0,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Footpath/Carpark,NoLicence,OtherPedest,1.0,2 Metropolitan,4,1,Friday,off-peak,60,T-Junction,Straight road,Bottom of Hill,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
2017-133-15/08/2019,1,1,Driver,Female,58.0,Driver,Not Thrown Out,NotFatal,Unknown,Small,Full,Straight Ahead,1.0,3 Country,3,1,Thursday,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-134-15/08/2019,1,1,Driver,Male,20.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Learners,Straight Ahead,2.0,2 Metropolitan,3,2,Wednesday,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2017-134-15/08/2019,1,2,Passenger,Male,22.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,2.0,2 Metropolitan,3,2,Wednesday,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2017-140-15/08/2019,2,1,Driver,Male,54.0,Driver,Thrown Out,NotFatal,NotWorn,Utility,Full,Straight Ahead,1.0,3 Country,2,1,Friday,off-peak,100,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Head On,No Control
2017-142-15/08/2019,1,1,Passenger,Male,20.0,Rear Seat Right Passenger,Not Thrown Out,NotFatal,NotWorn,Utility,NoLicence,Straight Ahead,2.0,3 Country,3,1,Friday,off-peak,50,Not Divided,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
2017-143-15/08/2019,1,1,Rider,Male,19.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-147-15/08/2019,1,1,Rider,Male,25.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Animal,No Control
2017-148-15/08/2019,2,1,Pedestrian,Male,79.0,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Footpath/Carpark,NoLicence,Walking on Footpath,1.0,2 Metropolitan,2,1,Friday,off-peak,60,Divided Road,Straight road,Slope,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2017-152-15/08/2019,1,1,Rider,Male,23.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Right Turn,1.0,2 Metropolitan,1,1,Thursday,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Night,Other,Roundabout
2017-154-15/08/2019,1,1,Driver,Female,50.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,3 Country,2,2,Friday,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2017-154-15/08/2019,2,1,Driver,Female,91.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Right Turn,1.0,3 Country,2,2,Friday,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2017-156-15/08/2019,1,1,Driver,Male,45.0,Driver,Not Thrown Out,NotFatal,Unknown,Medium,Unlicenced,Straight Ahead,1.0,2 Metropolitan,2,2,Friday,peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2017-156-15/08/2019,2,1,Driver,Female,24.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,2,Friday,peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2017-159-15/08/2019,1,1,Driver,Male,25.0,Driver,Not Thrown Out,NotFatal,Unknown,Small,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Friday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-160-15/08/2019,1,1,Rider,Male,40.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Swerving,1.0,2 Metropolitan,1,1,Friday,off-peak,100,Freeway,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-162-15/08/2019,1,1,Rider,Female,19.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,off-peak,50,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Night,Head On,No Control
2017-164-15/08/2019,1,1,Driver,Male,40.0,Driver,Not Thrown Out,NotFatal,Unknown,Small,Provisional 1 ,Overtaking - on Right,1.0,3 Country,2,1,Friday,off-peak,100,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2017-167-15/08/2019,1,1,Driver,Male,37.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Saturday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2017-168-15/08/2019,1,1,Driver,Female,76.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,2.0,3 Country,2,2,Saturday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-168-15/08/2019,1,2,Passenger,Female,8.0,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,2.0,3 Country,2,2,Saturday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
